id, name, gender, ethnicity
n002857, Francis Huster, male, Caucasian (European)
n002858, Francisca Valenzuela, female, Hispanic
n002860, Francisco Palencia, male, Hispanic
n002861, Francisco Ventoso, male, Caucasian (European)
n002862, Franciszek Smuda, male, Caucasian (European)
n002863, Franck Cammas, male, Caucasian (European)
n002864, Franck Dubosc, male, Caucasian (European)
n002865, Franck Rib�ry, male, Caucasian (European)
n002866, Francoise Boufhal, female, Caucasian (European)
n002868, Frank Beamer, male, Caucasian (North American)
n002869, Frank Elstner, male, Caucasian (European)
n002870, Frank Grillo, male, Caucasian (European)
n002872, Frank Iero, male, Caucasian (North American)
n002873, Frank McCourt, male, Caucasian (European)
n002874, Frank Rijkaard, male, African
n002875, Frank Sch�tzing, male, Caucasian (European)
n002877, Frank Whaley, male, Caucasian (North American)
n002878, Frank de Boer, male, Caucasian (European)
n002879, Frankie Dettori, male, Caucasian (European)
n002880, Frankie Muniz, male, Caucasian (North American)
n002881, Frankie Sandford, female, Caucasian (European)
n002883, Frans Bauer, male, Caucasian (European)
n002884, Frans Duijts, male, Caucasian (European)
n002885, Fran�ois Baroin, male, Caucasian (European)
n002886, Fran�ois Bayrou, male, Caucasian (European)
n002887, Fran�ois Cluzet, male, Caucasian (European)
n002888, Fran�ois Fillon, male, Caucasian (European)
n002889, Fran�ois Hollande, male, Caucasian (European)
n002890, Fran�ois Pervis, male, Caucasian (European)
n002891, Fran�ois Vincentelli, male, Caucasian (European)
n002892, Fran�ois-Henri Pinault, male, Caucasian (European)
n002893, Fran�ois-Xavier Demaison, male, Caucasian (European)
n002894, Fran�oise Dorl�ac, female, Caucasian (European)
n002895, Fred Couples, male, Caucasian (North American)
n002896, Fred Hoiberg, male, Caucasian (North American)
n002897, Fred Rutten, male, Caucasian (European)
n002898, Fred Teeven, male, Caucasian (European)
n002899, Frederic Beigbeder, male, Caucasian (European)
n002900, Fredi Bobic, male, Caucasian (European)
n002901, Fredi Gonz�lez, male, Hispanic
n002902, Fredrik Eklund, male, Caucasian (European)
n002903, Fredrik Skavlan, male, Caucasian (European)
n002905, Fredy Guar�n, male, Hispanic
n002906, Free Souffriau, female, Caucasian (European)
n002907, Freek de Jonge, male, Caucasian (European)
n002908, Frei Betto, male, Caucasian (European)
n002909, Freja Beha Erichsen, female, Caucasian (European)
n002910, French Montana, male, Arab
n002911, Frenchie Davis, female, African American
n002912, Frida Hyv�nen, female, Caucasian (European)
n002914, Friede Springer, female, Caucasian (European)
n002915, Fr�d�ric Diefenthal, male, Caucasian (European)
n002916, Fr�d�ric Kanout�, male, African
n002917, Fr�d�ric Michalak, male, Caucasian (European)
n002919, Fr�d�rick Bousquet, male, Caucasian (European)
n002920, Funda Arar, female, Caucasian (European)
n002921, F�bio Coentr�o, male, Caucasian (European)
n002922, F�bio Faria, male, Caucasian (European)
n002923, F�tima Ptacek, female, Hispanic
n002925, G. K. Vasan, male, South Asian
n002926, Gabby Concepcion, male, Hispanic
n002927, Gabi Burgstaller, female, Caucasian (European)
n002928, Gabino Cu� Monteagudo, male, Hispanic
n002929, Gabriel Aubry, male, Caucasian (North American)
n002931, Gabriel Campillo, male, Caucasian (European)
n002933, Gabriel Garko, male, Caucasian (European)
n002934, Gabriel Gonzaga, male, Hispanic
n002935, Gabriel Heinze, male, Hispanic
n002936, Gabriel Mercado, male, Hispanic
n002937, Gabriel Obertan, male, African
n002938, Gabriel Porras, male, Hispanic
n002939, Gabriel Soto, male, Hispanic
n002940, Gabriela Michetti, female, Hispanic
n002941, Gabriela Sabatini, female, Hispanic
n002942, Gabriele Heinisch-Hosek, male, Caucasian (European)
n002943, Gabriele Muccino, male, Caucasian (European)
n002944, Gabriele Pauli, female, Caucasian (European)
n002945, Gabriella Cilmi, female, Caucasian (Australian)
n002946, Gabrielle Anwar, female, Caucasian (European)
n002947, Gabrielle Union, female, African American
n002949, Gaby K�ster, female, Caucasian (European)
n002950, Gackt, male, East Asian
n002951, Gagan Narang, male, South Asian
n002952, Gai Waterhouse, female, Caucasian (Australian)
n002954, Gail Porter, female, Caucasian (European)
n002955, Gail Simmons, female, Caucasian (North American)
n002956, Gaizka Mendieta, male, Caucasian (European)
n002957, Galilea Montijo, female, Hispanic
n002958, Gamal Mubarak, male, Arab
n002960, Ganesh Venkatraman, male, South Asian
n002961, Garchen Rinpoche, male, East Asian
n002962, Gareth Barry, male, Caucasian (European)
n002963, Gareth Gates, male, Caucasian (European)
n002964, Garou, male, Caucasian (European)
n002965, Garrett Neff, male, Caucasian (North American)
n002966, Garry Monk, male, Caucasian (European)
n002967, Garth Brooks, male, Caucasian (North American)
n002969, Gary Bettman, male, Caucasian (North American)
n002970, Gary Cahill, male, Caucasian (European)
n002971, Gary Dourdan, male, African American
n002973, Gary Kubiak, male, Caucasian (North American)
n002974, Gary LeVox, male, Caucasian (North American)
n002975, Gary Medel, male, Hispanic
n002976, Gary Numan, male, Caucasian (European)
n002977, Gary Oldman, male, Caucasian (European)
n002979, Gary Roughead, male, Caucasian (North American)
n002980, Gary Rowett, male, Caucasian (European)
n002981, Gary Sheffield, male, African American
n002982, Gary Sinise, male, Caucasian (North American)
n002983, Gary Taylor-Fletcher, male, Caucasian (European)
n002984, Gaspar Llamazares, male, Caucasian (European)
n002985, Gast�n Acurio, male, Hispanic
n002986, Gautam Gambhir, male, South Asian
n002987, Gautam Rode, male, South Asian
n002988, Gavin Rossdale, male, Caucasian (European)
n002989, Gayatri Joshi, male, South Asian
n002990, Gaynor Faye, female, Caucasian (European)
n002991, Ga�l Kakuta, male, African
n002992, Ga�l Monfils, male, African
n002993, Ga�tane Thiney, female, Caucasian (European)
n002994, Gedeon Burkhard, male, Caucasian (European)
n002995, Geeta Kapoor, female, South Asian
n002997, Geetha Madhuri, female, South Asian
n002998, Geezer Butler, male, Caucasian (European)
n002999, Gemma Merna, female, Caucasian (European)
n003000, Gena Lee Nolin, female, Caucasian (North American)
n003001, Genelia DSouza, female, South Asian
n003002, Genevieve Cortese, female, Caucasian (North American)
n003003, Genie Francis, female, Caucasian (North American)
n003004, Gennaro Gattuso, male, Caucasian (European)
n003005, Genta Ismajli, female, Caucasian (European)
n003006, Genzebe Dibaba, female, African
n003007, Geoff Eigenmann, male, Hispanic
n003008, Geoff Ogilvy, male, Caucasian (Australian)
n003009, Geoffrey Edelsten, male, Caucasian (Australian)
n003011, Geoffrey Kondogbia, male, African
n003012, Geoffrey Mutai, male, African
n003013, Geoffrey Rush, male, Caucasian (Australian)
n003014, Georg G�nswein, male, Caucasian (European)
n003015, George Calombaris, male, Caucasian (European)
n003016, George Chakiris, male, Caucasian (European)
n003017, George Coetzee, male, African
n003019, George Eads, male, Caucasian (North American)
n003020, George Gregan, male, Caucasian (Australian)
n003022, George Pataki, male, Caucasian (North American)
n003024, George R. R. Martin, male, Caucasian (European)
n003025, George Strait, male, Caucasian (North American)
n003026, George Stroumboulopoulos, male, Caucasian (European)
n003027, George Takei, male, East Asian
n003028, Georges Leekens, male, Caucasian (European)
n003029, Georges St-Pierre, male, Caucasian (North American)
n003030, Georgia May Jagger, female, Caucasian (European)
n003031, Georgie Gardner, female, Caucasian (Australian)
n003032, Georgie Thompson, female, Caucasian (European)
n003033, Georgina Verbaan, female, Caucasian (European)
n003034, Georgios Printezis, male, Caucasian (European)
n003035, Gerald Anderson, male, Hispanic
n003036, Gerald Asamoah, male, African
n003037, Gerald Henderson, male, African American
n003038, Gerald McCullouch, male, Caucasian (North American)
n003039, Geraldo Rivera, male, Hispanic
n003040, Gerard Piqu�, male, Caucasian (European)
n003042, Gerardo Martino, male, Hispanic
n003043, Gerardo Torrado, male, Hispanic
n003044, Gerhard Berger, male, Caucasian (European)
n003046, Gerhard Ludwig M�ller, male, Caucasian (European)
n003047, Gerhard Schr�der, male, Caucasian (European)
n003048, Gerit Kling, female, Caucasian (European)
n003049, Gerlinde Kaltenbrunner, female, Caucasian (European)
n003050, Germaine Greer, female, Caucasian (Australian)
n003052, Germ�n Lux, male, Caucasian (European)
n003053, Gerrit Cole, male, Caucasian (North American)
n003054, Gerry Scotti, male, Caucasian (European)
n003055, Gertjan Verbeek, male, Caucasian (European)
n003056, Gervais Martel, male, Caucasian (European)
n003058, Gesine Schwan, female, Caucasian (European)
n003060, Gia Carangi, female, Caucasian (North American)
n003061, Gia Carides, female, Caucasian (Australian)
n003062, Gia Scala, female, Caucasian (European)
n003063, Giada De Laurentiis, female, Caucasian (European)
n003064, Giampaolo Morelli, male, Caucasian (European)
n003065, Giampaolo Pazzini, male, Caucasian (European)
n003066, Giampiero Ventura, male, Caucasian (European)
n003067, Gian Piero Gasperini, male, Caucasian (European)
n003068, Giancarlo Galan, male, Caucasian (European)
n003069, Giancarlo Stanton, male, African American
n003070, Gianfranco Zola, male, Caucasian (European)
n003071, Gianluca Grignani, male, Caucasian (European)
n003072, Gianluca Zambrotta, male, Caucasian (European)
n003073, Gianluigi Buffon, male, Caucasian (European)
n003074, Gianmarco Pozzecco, male, Caucasian (European)
n003075, Giannelli Imbula, male, African
n003076, Gianni Alemanno, male, Caucasian (European)
n003077, Gianni Infantino, male, Caucasian (European)
n003078, Giedo van der Garde, male, Caucasian (European)
n003079, Giggs, male, African
n003080, Gigi DAlessio, male, Caucasian (European)
n003081, Gigi Ravelli, female, Caucasian (European)
n003082, Gigliola Cinquetti, female, Caucasian (European)
n003084, Gil McKinney, male, Caucasian (North American)
n003085, Gilbert Arenas, male, African American
n003086, Gilbert Gottfried, male, Caucasian (North American)
n003087, Gilbert Melendez, male, Hispanic
n003089, Gilby Clarke, male, Caucasian (North American)
n003090, Gilda Radner, female, Caucasian (North American)
n003091, Gilles Bernheim, male, Caucasian (European)
n003092, Gillian Chung, female, East Asian
n003094, Gillian Welch, female, Caucasian (North American)
n003096, Gimena Accardi, female, Hispanic
n003097, Gin Wigmore, female, Caucasian (Australian)
n003098, Gina Gershon, female, Caucasian (North American)
n003099, Gina Parody, female, Hispanic
n003100, Gina Rinehart, female, Caucasian (Australian)
n003101, Gina Torres, female, African American
n003102, Gina-Lisa Lohfink, female, Caucasian (European)
n003103, Gines Garcia Millan, male, Hispanic
n003104, Ginette Reno, female, Caucasian (European)
n003105, Gino Iorgulescu, male, Caucasian (European)
n003106, Gino Strada, male, Caucasian (European)
n003108, Gio Gonzalez, male, Hispanic
n003109, Giorgia Meloni, female, Caucasian (European)
n003110, Giorgia Surina, female, Caucasian (European)
n003111, Giorgio Chiellini, male, Caucasian (European)
n003112, Giorgio Gaber, male, Caucasian (European)
n003113, Giorgio Orsoni, male, Caucasian (European)
n003114, Giorgio Pasotti, male, Caucasian (European)
n003115, Giorgio Tirabassi, male, Caucasian (European)
n003117, Giorgos Papandreou, male, Caucasian (European)
n003118, Giovane �lber, male, Hispanic
n003119, Giovani dos Santos, male, Hispanic
n003120, Giovanna Antonelli, female, Caucasian (European)
n003121, Giovanna Ewbank, female, Caucasian (European)
n003122, Giovanna Melandri, female, Caucasian (European)
n003123, Giovanna Mezzogiorno, female, Caucasian (European)
n003124, Giovanni van Bronckhorst, male, Caucasian (European)
n003125, Gisbert zu Knyphausen, male, Caucasian (European)
n003126, Gisele B�ndchen, female, Caucasian (European)
n003127, Gisella Marengo, female, Caucasian (European)
n003128, Giselle Blondet, female, Hispanic
n003129, Giselle Iti�, female, Hispanic
n003130, Gitte H�nning, female, Caucasian (European)
n003131, Giulia Montanarini, female, Caucasian (European)
n003132, Giulia Siegel, female, Caucasian (European)
n003133, Giuliano Ferrara, male, Caucasian (European)
n003134, Giuliano Stroe, male, Caucasian (European)
n003135, Giulio Berruti, male, Caucasian (European)
n003136, Giulio Tremonti, male, Caucasian (European)
n003137, Giuseppe Rossi, male, Caucasian (European)
n003138, Gizzi Erskine, female, Caucasian (European)
n003139, Gladys Knight, female, African American
n003142, Glen Campbell, male, Caucasian (North American)
n003143, Glenn Stevens, male, Caucasian (Australian)
n003144, Glenn Tilbrook, male, Caucasian (European)
n003145, Glenn Whelan, male, Caucasian (European)
n003146, Gloria Estefan, female, Hispanic
n003147, Gloria Gaynor, female, African American
n003148, Gloria Hunniford, female, Caucasian (European)
n003149, Glynn Turman, male, African American
n003151, Gl�ria Pires, female, Caucasian (European)
n003152, Gnassingb� Eyad�ma, male, African
n003153, Go Ara, female, East Asian
n003154, Go Hyun-jung, female, East Asian
n003155, Go Shiozaki, male, East Asian
n003156, Go Soeda, male, East Asian
n003157, Goapele, female, African American
n003158, Goca Bo�inovska, female, Caucasian (European)
n003159, Goca Tr�an, female, Caucasian (European)
n003160, Goedele Liekens, female, Caucasian (European)
n003162, Gok Wan, male, East Asian
n003163, Golden Brooks, female, African American
n003164, Goldie Sayers, female, Caucasian (European)
n003165, Gong Lijiao, female, East Asian
n003166, Gong Xinliang, female, East Asian
n003167, Gong Yoo, male, East Asian
n003168, Gonzalo Fierro, male, Hispanic
n003169, Gonzalo Heredia, male, Hispanic
n003170, Gonzalo Higua�n, male, Hispanic
n003171, Gonzalo Jara, male, Hispanic
n003172, Gonzalo Valenzuela, male, Hispanic
n003175, Goran Karan, male, Caucasian (European)
n003176, Goran Pandev, male, Caucasian (European)
n003178, Gordon Strachan, male, Caucasian (European)
n003179, Govinda, male, South Asian
n003180, Gowri Munjal, female, South Asian
n003181, Grace Gummer, female, Caucasian (North American)
n003182, Grace Hightower, male, African American
n003183, Grace Mugabe, female, African
n003184, Graciela Alfano, female, Hispanic
